index,Label
6011,0
7050,0
9807,0
21244,0
3125,1
30432,0
6977,0
30466,0
26559,0
38751,0
18010,0
2264,1
21679,0
41217,0
26228,0
4831,0
11507,0
142,1
14836,0
38833,0
7267,0
31985,0
13226,0
24597,0
12035,0
3179,1
26358,0
18762,0
4101,0
40081,0
16718,0
14018,0
13260,0
26947,0
21521,0
25436,0
9414,0
8425,0
38047,0
24797,0
6070,0
10468,0
2090,1
5677,0
22933,0
35227,0
7051,0
40840,0
14938,0
3901,1
14077,0
34645,0
31681,0
11510,0
34977,0
37566,0
15134,0
13062,0
40582,0
25875,0
41620,0
5628,0
6234,0
9625,0
23768,0
18559,0
34995,0
7534,0
24977,0
19608,0
14261,0
14120,0
2141,1
29449,0
31405,0
19432,0
41224,0
31167,0
39342,0
22225,0
16503,0
33300,0
13376,0
13053,0
18614,0
28479,0
16507,0
3383,1
34874,0
23077,0
8370,0
28045,0
2435,1
26175,0
8186,0
13202,0
24497,0
8579,0
31701,0
15057,0
15024,0
38842,0
718,1
27418,0
30320,0
10376,0
2789,1
1106,1
22232,0
29431,0
11533,0
36382,0
31124,0
14129,0
32342,0
36688,0
19148,0
6176,0
15800,0
6712,0
28988,0
39407,0
35885,0
39264,0
37451,0
35810,0
4659,0
5568,0
23008,0
5934,0
15181,0
18112,0
18397,0
7823,0
27574,0
26834,0
19165,0
41085,0
1598,1
16155,0
26566,0
22446,0
24321,0
19902,0
5971,0
22946,0
32576,0
8779,0
24501,0
26151,0
34951,0
41413,0
24075,0
2132,1
18837,0
13983,0
39801,0
10042,0
8240,0
9198,0
20134,0
10087,0
28517,0
18188,0
11743,0
40387,0
39826,0
23436,0
27554,0
26894,0
8751,0
4051,1
36628,0
38652,0
10458,0
9109,0
14998,0
9870,0
37932,0
17305,0
1890,1
7220,0
34854,0
32337,0
32136,0
31384,0
37342,0
40889,0
23830,0
32191,0
18027,0
31048,0
8771,0
24448,0
36993,0
16425,0
2917,1
25877,0
15388,0
32734,0
2864,1
8483,0
12527,0
8332,0
35445,0
2444,1
22078,0
4794,0
11717,0
34788,0
2390,1
25480,0
13028,0
29716,0
25637,0
26882,0
16451,0
39262,0
25578,0
5221,0
13904,0
29082,0
17538,0
39714,0
10126,0
20892,0
29791,0
27968,0
28303,0
41146,0
31675,0
13525,0
26981,0
705,1
2146,1
1066,1
3570,1
12408,0
38369,0
9324,0
3176,1
39818,0
33179,0
23994,0
20179,0
26443,0
12361,0
40560,0
33492,0
616,1
12795,0
19792,0
21456,0
13574,0
13659,0
36680,0
35593,0
1972,1
28941,0
13401,0
1523,1
30547,0
7757,0
41725,0
15381,0
3778,1
38056,0
29627,0
223,1
41638,0
9911,0
17666,0
19543,0
32014,0
3246,1
20580,0
38404,0
25983,0
15841,0
35087,0
25924,0
13320,0
38592,0
38087,0
16247,0
2798,1
29458,0
10814,0
16230,0
26750,0
33699,0
27477,0
29296,0
32640,0
22417,0
25299,0
25393,0
880,1
10783,0
30149,0
41750,0
4361,0
2710,1
13532,0
38082,0
1246,1
8856,0
28334,0
32672,0
18700,0
40459,0
24547,0
8812,0
2805,1
8356,0
21900,0
37366,0
5425,0
13985,0
38445,0
8008,0
8453,0
10579,0
37577,0
18407,0
16550,0
1475,1
35184,0
454,1
1612,1
20076,0
41753,0
2601,1
28224,0
37466,0
35395,0
22776,0
14788,0
17433,0
40890,0
18606,0
11714,0
23170,0
36422,0
27046,0
14930,0
22035,0
4012,1
5181,0
22238,0
15497,0
34970,0
12284,0
25044,0
27270,0
7221,0
20699,0
8604,0
21958,0
14881,0
34751,0
37130,0
28150,0
20190,0
12962,0
24025,0
3813,1
17827,0
23224,0
31513,0
25021,0
18843,0
13564,0
173,1
32938,0
2901,1
22930,0
13252,0
18980,0
38719,0
16179,0
22532,0
39272,0
5784,0
19663,0
10493,0
15695,0
36446,0
36101,0
11515,0
27129,0
15755,0
2405,1
8371,0
1755,1
34798,0
38570,0
35707,0
576,1
38777,0
2924,1
39379,0
25840,0
2411,1
22121,0
22882,0
41239,0
36179,0
18078,0
2947,1
29503,0
71,1
3096,1
35332,0
30387,0
36367,0
14775,0
19592,0
11040,0
13957,0
20097,0
29399,0
5599,0
19723,0
37340,0
32833,0
40974,0
33406,0
3183,1
35361,0
14473,0
41531,0
19951,0
21488,0
32832,0
6720,0
39857,0
13638,0
4164,0
15482,0
33770,0
40331,0
10535,0
26414,0
18126,0
4200,0
17874,0
20691,0
36580,0
7537,0
38066,0
11068,0
9037,0
8228,0
39348,0
10274,0
31747,0
27585,0
31628,0
28791,0
39833,0
32195,0
3757,1
8815,0
21712,0
15902,0
32107,0
28852,0
5173,0
39718,0
33511,0
8742,0
7420,0
40103,0
39493,0
32676,0
19243,0
25047,0
38828,0
4892,0
36201,0
25266,0
34453,0
4762,0
39755,0
21500,0
39993,0
8283,0
24148,0
25866,0
38048,0
7355,0
24456,0
10636,0
29776,0
1521,1
9698,0
37210,0
3402,1
17050,0
39326,0
1444,1
28403,0
30521,0
36199,0
930,1
15666,0
35300,0
34436,0
21234,0
14709,0
11609,0
41785,0
11387,0
15499,0
26419,0
28296,0
1691,1
7921,0
9534,0
35830,0
24859,0
8377,0
21039,0
995,1
36449,0
21891,0
35306,0
4191,0
15411,0
9553,0
39969,0
12369,0
11013,0
7460,0
16703,0
38297,0
9573,0
27074,0
31014,0
29924,0
23947,0
17928,0
30218,0
833,1
14522,0
5081,0
16404,0
10772,0
5584,0
13680,0
15910,0
23044,0
24147,0
32680,0
4110,0
1508,1
9816,0
21342,0
23234,0
30967,0
22678,0
17518,0
16818,0
14149,0
19671,0
3398,1
24068,0
6920,0
19185,0
22039,0
22033,0
12972,0
4080,0
41170,0
474,1
26857,0
7007,0
31871,0
23041,0
31094,0
290,1
41984,0
22474,0
19821,0
4211,0
21171,0
26117,0
1173,1
34920,0
13825,0
40901,0
29451,0
31062,0
9660,0
10166,0
11100,0
5259,0
4418,0
8189,0
21250,0
28014,0
29582,0
20082,0
11779,0
20376,0
20100,0
29419,0
40159,0
40829,0
38538,0
23266,0
24043,0
27269,0
28433,0
25482,0
32667,0
35482,0
33437,0
20983,0
16966,0
20883,0
8781,0
33296,0
19040,0
31232,0
10714,0
16658,0
9222,0
37656,0
4444,0
38485,0
40333,0
20864,0
31254,0
41888,0
17203,0
28918,0
19519,0
20578,0
40127,0
19166,0
5623,0
10546,0
19593,0
4778,0
40165,0
22674,0
9423,0
35156,0
11175,0
22562,0
24041,0
2677,1
6034,0
37498,0
40588,0
26448,0
16156,0
12287,0
37860,0
17902,0
17737,0
8651,0
40054,0
22256,0
16837,0
23961,0
3745,1
28041,0
41390,0
39162,0
39392,0
22584,0
38990,0
35146,0
14108,0
9009,0
8227,0
6429,0
35271,0
40904,0
33200,0
21750,0
27670,0
18059,0
21228,0
26241,0
15418,0
36789,0
14040,0
38600,0
14029,0
27861,0
39464,0
24801,0
1138,1
17136,0
31249,0
30124,0
4062,0
29527,0
41914,0
29372,0
21474,0
41589,0
4713,0
3387,1
21668,0
8157,0
20544,0
25281,0
7165,0
12520,0
23884,0
31913,0
20016,0
7281,0
19367,0
17723,0
29910,0
30130,0
13792,0
5643,0
38097,0
17125,0
22234,0
23317,0
2373,1
31523,0
20728,0
12267,0
33253,0
8757,0
39432,0
2538,1
2605,1
14044,0
14825,0
30970,0
30893,0
14197,0
6223,0
30074,0
2619,1
39312,0
29270,0
20251,0
32228,0
40995,0
12187,0
30441,0
28192,0
2883,1
2319,1
26104,0
21786,0
38960,0
15673,0
150,1
2372,1
39985,0
26154,0
37895,0
1446,1
15984,0
36518,0
22887,0
35653,0
24694,0
11585,0
5379,0
5117,0
10071,0
6939,0
36148,0
36420,0
9365,0
25262,0
31243,0
35005,0
17395,0
8893,0
6489,0
38694,0
14543,0
24212,0
32819,0
35836,0
1471,1
22197,0
28638,0
9052,0
35374,0
4673,0
12280,0
485,1
7791,0
28003,0
12740,0
16171,0
11736,0
6068,0
40343,0
4296,0
478,1
15783,0
36114,0
13185,0
28284,0
18772,0
6241,0
28476,0
31456,0
7439,0
10385,0
18097,0
20386,0
3949,1
12351,0
18291,0
4503,0
38229,0
36953,0
32151,0
37519,0
15017,0
37620,0
36197,0
8978,0
32459,0
16552,0
35033,0
10610,0
19253,0
2220,1
1259,1
32830,0
17770,0
39231,0
26447,0
38977,0
4344,0
17208,0
38498,0
22910,0
25200,0
1804,1
1844,1
10980,0
19302,0
41908,0
27390,0
39458,0
3919,1
41548,0
12320,0
18558,0
29243,0
21122,0
41830,0
10343,0
9995,0
7913,0
6332,0
27327,0
8589,0
19055,0
7412,0
34730,0
33975,0
30014,0
21603,0
5671,0
31997,0
40381,0
35477,0
40414,0
20253,0
451,1
14488,0
28957,0
15912,0
11931,0
4472,0
11733,0
27489,0
25052,0
41457,0
23237,0
12029,0
8940,0
17193,0
37110,0
487,1
32109,0
22633,0
32927,0
32684,0
33060,0
31246,0
37972,0
5003,0
39096,0
1042,1
36150,0
36242,0
16325,0
25704,0
5647,0
6619,0
269,1
24745,0
27401,0
26210,0
25129,0
41569,0
24674,0
8447,0
20633,0
25590,0
35502,0
17894,0
3210,1
1190,1
18321,0
36376,0
22902,0
563,1
30147,0
20391,0
41323,0
41757,0
31281,0
17964,0
5253,0
40668,0
15576,0
29293,0
41113,0
10623,0
11414,0
37104,0
351,1
13974,0
9489,0
22294,0
9844,0
27179,0
18427,0
13179,0
41869,0
21340,0
17834,0
35569,0
6373,0
17708,0
40341,0
11469,0
6713,0
26084,0
23032,0
3475,1
40247,0
6280,0
5953,0
18537,0
19858,0
33286,0
15726,0
3779,1
13164,0
11973,0
39039,0
483,1
13914,0
13238,0
1380,1
39898,0
2281,1
36416,0
6087,0
31520,0
38517,0
11792,0
10501,0
12340,0
21006,0
9279,0
14057,0
36410,0
12146,0
40822,0
34043,0
41108,0
13656,0
28089,0
12758,0
28904,0
37005,0
35473,0
39368,0
19090,0
20783,0
12249,0
10039,0
6289,0
19767,0
23894,0
14777,0
26774,0
18090,0
25744,0
28936,0
7356,0
5332,0
30365,0
11617,0
31519,0
607,1
5420,0
37090,0
16530,0
10898,0
14518,0
36363,0
33459,0
31960,0
27324,0
32038,0
10989,0
28586,0
26056,0
4195,0
40653,0
38943,0
21821,0
27118,0
26165,0
31473,0
10981,0
10809,0
19931,0
35990,0
41341,0
14422,0
7429,0
12106,0
26207,0
34993,0
31785,0
11358,0
22575,0
13583,0
37273,0
31894,0
15877,0
29019,0
37611,0
22303,0
12014,0
5116,0
36230,0
28493,0
26000,0
10726,0
27562,0
39014,0
17700,0
10727,0
29208,0
7700,0
23114,0
1309,1
26158,0
24232,0
21419,0
7912,0
2397,1
39155,0
3050,1
6750,0
29102,0
8715,0
5390,0
29822,0
506,1
35888,0
10788,0
2136,1
21084,0
34234,0
35775,0
9098,0
33745,0
8276,0
15922,0
36534,0
11379,0
4365,0
8852,0
3752,1
31885,0
12347,0
17446,0
22110,0
21761,0
30198,0
10513,0
176,1
35938,0
26658,0
10509,0
9199,0
27267,0
6690,0
33081,0
17161,0
33101,0
36697,0
17474,0
27026,0
6627,0
38400,0
22719,0
24303,0
14412,0
3710,1
18310,0
28722,0
36414,0
27551,0
33841,0
13801,0
29115,0
37308,0
15145,0
40944,0
18885,0
7553,0
20458,0
23547,0
23009,0
25267,0
38853,0
19998,0
8281,0
33119,0
21441,0
28143,0
24018,0
15452,0
6987,0
12978,0
28472,0
24670,0
2084,1
32310,0
1399,1
31887,0
6616,0
32771,0
9075,0
31361,0
6709,0
9307,0
8731,0
30072,0
36630,0
17817,0
7060,0
5669,0
30405,0
28880,0
10823,0
8454,0
13756,0
32891,0
33959,0
16730,0
37716,0
39085,0
20533,0
13113,0
37352,0
4440,0
15777,0
4398,0
22781,0
20507,0
29925,0
33231,0
10250,0
8575,0
10201,0
36131,0
2194,1
2333,1
16229,0
9545,0
12694,0
23103,0
15353,0
41388,0
19760,0
24607,0
33926,0
26693,0
34592,0
22181,0
7819,0
22627,0
35481,0
25042,0
23647,0
23494,0
37739,0
36791,0
36421,0
3266,1
40893,0
1671,1
25516,0
21983,0
18873,0
26837,0
8505,0
40063,0
2582,1
39359,0
9407,0
30213,0
23683,0
31302,0
37123,0
14697,0
31353,0
5222,0
41613,0
26543,0
23045,0
27661,0
1558,1
27622,0
18684,0
31965,0
2898,1
26507,0
18709,0
2018,1
40211,0
41431,0
8902,0
7042,0
7627,0
35076,0
11890,0
19136,0
9362,0
37988,0
24409,0
16731,0
23256,0
13088,0
8233,0
2993,1
14583,0
26932,0
1057,1
39983,0
19274,0
16106,0
11229,0
22093,0
24352,0
14299,0
33203,0
11718,0
21791,0
9900,0
12244,0
29771,0
35054,0
13815,0
9513,0
13736,0
31716,0
7199,0
39836,0
30616,0
18692,0
40115,0
4230,0
20678,0
31271,0
27182,0
1455,1
9642,0
36658,0
2718,1
11847,0
36969,0
13953,0
7682,0
38375,0
17678,0
27428,0
20166,0
17348,0
18716,0
19788,0
30093,0
23980,0
11052,0
3498,1
16432,0
21765,0
37370,0
38856,0
34777,0
13883,0
32137,0
1056,1
22983,0
33953,0
8114,0
11838,0
38515,0
34509,0
34745,0
24103,0
18215,0
19113,0
20941,0
852,1
12949,0
4490,0
3978,1
18527,0
14524,0
13962,0
20712,0
9938,0
26109,0
10786,0
19916,0
27708,0
38038,0
1388,1
5601,0
30186,0
27030,0
6377,0
16825,0
7113,0
9809,0
18331,0
26653,0
8051,0
40852,0
25839,0
4593,0
41588,0
29644,0
11216,0
26333,0
15289,0
36882,0
8886,0
28499,0
20345,0
36458,0
23740,0
23417,0
30569,0
9653,0
4408,0
40854,0
41867,0
27283,0
2441,1
24807,0
13705,0
2120,1
31140,0
27170,0
4024,1
40029,0
35064,0
25885,0
31378,0
38135,0
13916,0
574,1
31592,0
32075,0
6286,0
38439,0
25542,0
7859,0
15944,0
20083,0
17998,0
21495,0
17816,0
27950,0
4871,0
1047,1
3110,1
28691,0
1463,1
38894,0
7667,0
26341,0
12403,0
16596,0
23819,0
31244,0
17317,0
7690,0
32229,0
30073,0
13594,0
30606,0
33003,0
2328,1
23222,0
24349,0
39522,0
2173,1
3609,1
13633,0
3027,1
15769,0
19936,0
25591,0
15278,0
6257,0
10070,0
674,1
31969,0
11793,0
24738,0
3264,1
5688,0
13458,0
30415,0
2489,1
32578,0
9250,0
12022,0
23180,0
11269,0
11099,0
32657,0
23823,0
2819,1
12001,0
19655,0
25894,0
38877,0
39372,0
4105,0
1878,1
21505,0
31038,0
14876,0
41198,0
18468,0
13735,0
13390,0
41118,0
16894,0
1302,1
38441,0
35372,0
4964,0
31499,0
6637,0
26742,0
14360,0
24743,0
14796,0
16418,0
35037,0
19845,0
21936,0
2006,1
13657,0
8603,0
26706,0
23370,0
30991,0
36769,0
6687,0
24185,0
15578,0
38844,0
18844,0
19002,0
25870,0
27802,0
11476,0
2447,1
3303,1
14884,0
5871,0
33246,0
12365,0
12113,0
3995,1
31375,0
1198,1
3473,1
7695,0
9138,0
6671,0
6676,0
25308,0
583,1
15599,0
18388,0
15694,0
17244,0
8546,0
542,1
26376,0
1276,1
13022,0
22629,0
21429,0
22747,0
15180,0
28630,0
34059,0
1030,1
22018,0
21280,0
17687,0
872,1
20480,0
3367,1
32789,0
26938,0
17406,0
7328,0
11263,0
13741,0
15140,0
21080,0
15788,0
9644,0
29853,0
34946,0
31326,0
3213,1
19370,0
4957,0
16828,0
21088,0
41479,0
27040,0
12123,0
4993,0
5736,0
11538,0
28127,0
39170,0
28055,0
35523,0
41633,0
30718,0
36143,0
11494,0
30222,0
27665,0
40282,0
15199,0
24029,0
41622,0
10429,0
25509,0
1874,1
22657,0
8513,0
14416,0
8653,0
15350,0
28159,0
31948,0
28465,0
22060,0
13154,0
10944,0
33,1
650,1
13159,0
22943,0
32953,0
5182,0
34611,0
7740,0
35138,0
34558,0
5005,0
23951,0
23893,0
29957,0
32492,0
31503,0
5564,0
18379,0
30749,0
20192,0
18552,0
34763,0
14480,0
3638,1
7000,0
13589,0
33646,0
15631,0
20227,0
19786,0
21666,0
257,1
16573,0
35129,0
3045,1
22818,0
32227,0
8557,0
21362,0
11994,0
15558,0
31356,0
30324,0
41221,0
11168,0
32843,0
32499,0
38781,0
1939,1
4236,0
26305,0
16495,0
38260,0
2468,1
20573,0
7397,0
31146,0
6531,0
17631,0
1357,1
29736,0
24683,0
16028,0
15364,0
13299,0
36799,0
20560,0
30366,0
14315,0
20427,0
26712,0
29472,0
28423,0
5507,0
37781,0
39220,0
27704,0
1817,1
3023,1
38829,0
41843,0
7472,0
18439,0
34257,0
5094,0
4337,0
13915,0
31440,0
14307,0
30473,0
34021,0
10631,0
3620,1
11846,0
38529,0
12706,0
20262,0
18611,0
17466,0
147,1
24152,0
7326,0
14654,0
37112,0
36854,0
2252,1
19242,0
18253,0
24822,0
33036,0
20509,0
18818,0
3256,1
36145,0
9328,0
9440,0
9946,0
34095,0
31000,0
33346,0
29919,0
8672,0
23204,0
26650,0
22762,0
13199,0
10305,0
39475,0
21853,0
41450,0
27530,0
24165,0
13676,0
9139,0
40470,0
8175,0
37838,0
431,1
16000,0
26157,0
39842,0
4037,1
14099,0
33859,0
9775,0
27092,0
4709,0
18216,0
7677,0
32809,0
26670,0
30368,0
811,1
20495,0
12805,0
22105,0
21541,0
5826,0
7152,0
8918,0
32209,0
20568,0
21504,0
28784,0
40664,0
38014,0
9838,0
9295,0
31057,0
31726,0
1011,1
9334,0
16409,0
14172,0
3026,1
22982,0
19598,0
32428,0
36830,0
1024,1
15300,0
39176,0
13763,0
4065,0
15242,0
35182,0
20988,0
24591,0
29384,0
32912,0
8432,0
17496,0
28738,0
30032,0
6138,0
4808,0
3858,1
35887,0
9626,0
5863,0
6082,0
3157,1
38576,0
31196,0
39020,0
21361,0
11132,0
16729,0
37492,0
40486,0
23748,0
15126,0
30381,0
26032,0
24092,0
15153,0
1834,1
36239,0
12608,0
629,1
4002,1
14747,0
14132,0
11828,0
15509,0
29396,0
7271,0
41226,0
6438,0
9592,0
41088,0
15526,0
22773,0
29869,0
31199,0
34579,0
21519,0
15117,0
37092,0
21723,0
18461,0
41747,0
11473,0
31767,0
15217,0
24305,0
41655,0
19286,0
26188,0
28494,0
35465,0
16886,0
3509,1
39710,0
30975,0
31619,0
34861,0
25918,0
5096,0
36200,0
25127,0
5588,0
12785,0
36517,0
3410,1
33680,0
27318,0
39619,0
29514,0
13966,0
6672,0
30526,0
8197,0
37375,0
25940,0
14300,0
24273,0
15644,0
29979,0
37344,0
35684,0
34797,0
20296,0
1290,1
41336,0
2688,1
34776,0
28291,0
37882,0
38343,0
7484,0
3012,1
23615,0
41308,0
36540,0
11291,0
12425,0
8010,0
38809,0
